,image,emotion
2345,Colin_Powell_0206.jpg,neutral
2346,Colin_Powell_0207.jpg,happiness
2347,Colin_Powell_0208.jpg,happiness
2348,Colin_Powell_0209.jpg,neutral
2349,Colin_Powell_0210.jpg,neutral
2350,Colin_Powell_0211.jpg,neutral
2351,Colin_Powell_0212.jpg,neutral
2352,Colin_Powell_0213.jpg,neutral
2353,Colin_Powell_0214.jpg,happiness
2354,Colin_Powell_0215.jpg,happiness
2355,Colin_Powell_0216.jpg,happiness
2356,Colin_Powell_0217.jpg,neutral
2357,Colin_Powell_0218.jpg,neutral
2358,Colin_Powell_0219.jpg,neutral
2359,Colin_Powell_0220.jpg,neutral
2360,Colin_Powell_0221.jpg,neutral
2361,Colin_Powell_0222.jpg,neutral
2362,Colin_Powell_0223.jpg,neutral
2363,Colin_Powell_0224.jpg,sadness
2364,Colin_Powell_0225.jpg,happiness
2365,Colin_Powell_0226.jpg,neutral
2366,Colin_Powell_0227.jpg,neutral
2367,Colin_Powell_0228.jpg,neutral
2368,Colin_Powell_0229.jpg,happiness
2369,Colin_Powell_0230.jpg,neutral
2370,Colin_Powell_0231.jpg,happiness
2371,Colin_Powell_0232.jpg,neutral
2372,Colin_Powell_0233.jpg,neutral
2373,Colin_Powell_0234.jpg,neutral
2374,Colin_Powell_0235.jpg,neutral
2375,Colin_Powell_0236.jpg,neutral
2376,Colin_Prescot_0001.jpg,neutral
2377,Colleen_Atwood_0001.jpg,happiness
2378,Colleen_Donovan_0001.jpg,happiness
2379,Colleen_Jones_0001.jpg,anger
2380,Colleen_OClair_0001.jpg,neutral
2381,Colleen_Ryan_0001.jpg,neutral
2382,Collis_Temple_III_0001.jpg,neutral
2383,Columba_Bush_0001.jpg,neutral
2384,Compay_Segundo_0001.jpg,neutral
2385,Conan_OBrien_0001.jpg,happiness
2386,Conan_OBrien_0002.jpg,happiness
2387,Conan_OBrien_0003.jpg,neutral
2388,Conan_OBrien_0004.jpg,neutral
2389,Conchita_Martinez_0001.jpg,neutral
2390,Conchita_Martinez_0002.jpg,surprise
2391,Conchita_Martinez_0003.jpg,neutral
2392,Condoleezza_Rice_0001.jpg,happiness
2393,Condoleezza_Rice_0002.jpg,neutral
2394,Condoleezza_Rice_0003.jpg,neutral
2395,Condoleezza_Rice_0004.jpg,neutral
2396,Condoleezza_Rice_0005.jpg,neutral
2397,Condoleezza_Rice_0006.jpg,neutral
2398,Condoleezza_Rice_0007.jpg,neutral
2399,Condoleezza_Rice_0008.jpg,neutral
2400,Condoleezza_Rice_0009.jpg,neutral
2401,Condoleezza_Rice_0010.jpg,neutral
2402,Condoleezza_Rice_0011.jpg,neutral
2403,Connie_Chung_0001.jpg,happiness
2404,Connie_Freydell_0001.jpg,neutral
2405,Conrad_Black_0001.jpg,neutral
2406,Constance_Marie_0001.jpg,happiness
2407,Constance_Marie_0002.jpg,happiness
2408,Constance_Marie_0003.jpg,happiness
2409,Cora_Cambell_0001.jpg,neutral
2410,Coretta_Scott_King_0001.jpg,neutral
2411,Coretta_Scott_King_0002.jpg,happiness
2412,Coretta_Scott_King_0003.jpg,neutral
2413,Corey_Maggette_0001.jpg,neutral
2414,Cori_Enghusen_0001.jpg,neutral
2415,Corinna_Harfouch_0001.jpg,happiness
2416,Corinne_Coman_0001.jpg,happiness
2417,Corinne_Coman_0002.jpg,happiness
2418,Corliss_Williamson_0001.jpg,neutral
2419,Cosmo_Iacavazzi_0001.jpg,happiness
2420,Costas_Simitis_0001.jpg,neutral
2421,Costas_Simitis_0002.jpg,happiness
2422,Costas_Simitis_0003.jpg,neutral
2423,Costas_Simitis_0004.jpg,happiness
2424,Costas_Simitis_0005.jpg,neutral
2425,Costas_Simitis_0006.jpg,happiness
2426,Courtney_Cox_0001.jpg,happiness
2427,Courtney_Love_0001.jpg,happiness
2428,Courtney_Love_0002.jpg,happiness
2429,Craig_Burley_0001.jpg,happiness
2430,Craig_David_0001.jpg,neutral
2431,Craig_Doblin_0001.jpg,happiness
2432,Craig_Fitzgibbon_0001.jpg,happiness
2433,Craig_MacTavish_0001.jpg,neutral
2434,Craig_Morgan_0001.jpg,happiness
2435,Craig_OClair_0001.jpg,neutral
2436,Craig_Wilson_0001.jpg,neutral
2437,Crandall_Bowles_0001.jpg,neutral
2438,Crispin_Glover_0001.jpg,happiness
2439,Cristian_Barros_0001.jpg,happiness
2440,Cristiano_da_Matta_0001.jpg,neutral
2441,Cristina_Fernandez_0001.jpg,happiness
2442,Cristina_Fernandez_0002.jpg,happiness
2443,Cristina_Kirchner_0001.jpg,happiness
2444,Cristina_Saralegui_0001.jpg,happiness
2445,Cristina_Saralegui_0002.jpg,happiness
2446,Cristina_Torrens_Valero_0001.jpg,neutral
2447,Cruz_Bustamante_0001.jpg,happiness
2448,Cruz_Bustamante_0002.jpg,neutral
2449,Cruz_Bustamante_0003.jpg,happiness
2450,Cruz_Bustamante_0004.jpg,happiness
2451,Cruz_Bustamante_0005.jpg,neutral
2452,Cuba_Gooding_Jr_0001.jpg,happiness
2453,Curt_Weldon_0001.jpg,neutral
2454,Curtis_Joseph_0001.jpg,happiness
2455,Curtis_Rodriguez_0001.jpg,neutral
2456,Curtis_Strange_0001.jpg,neutral
2457,Cyndi_Thompson_0001.jpg,happiness
2458,Cyndi_Thompson_0002.jpg,happiness
2459,Cynthia_Nixon_0001.jpg,happiness
2460,Cynthia_Rowley_0001.jpg,happiness
2461,DAngelo_Jimenez_0001.jpg,neutral
2462,Dagmar_Dunlevy_0001.jpg,happiness
2463,Dai_Bachtiar_0001.jpg,neutral
2464,Dai_Chul_Chyung_0001.jpg,happiness
2465,Daisy_Fuentes_0001.jpg,happiness
2466,Daisy_Fuentes_0002.jpg,happiness
2467,Daisy_Fuentes_0003.jpg,happiness
2468,Daisy_Fuentes_0004.jpg,happiness
2469,Daja_Bedanova_0001.jpg,happiness
2470,Dalai_Lama_0001.jpg,happiness
2471,Dale_Bosworth_0001.jpg,neutral
2472,Dale_Earnhardt_0001.jpg,neutral
2473,Dale_Earnhardt_Jr_0001.jpg,happiness
2474,Dale_Earnhardt_Jr_0002.jpg,happiness
2475,Dale_Earnhardt_Jr_0004.jpg,happiness
2476,Dalia_Rabin-Pelosoff_0001.jpg,neutral
2477,Damarius_Bilbo_0001.jpg,neutral
2478,Damon_Dash_0001.jpg,happiness
2479,Damon_Stoudamire_0001.jpg,neutral
2480,Damon_van_Dam_0001.jpg,neutral
2481,Damon_van_Dam_0002.jpg,neutral
2482,Dan_Ackroyd_0001.jpg,happiness
2483,Dan_Bartlett_0001.jpg,neutral
2484,Dan_Boyle_0001.jpg,neutral
2485,Dan_Bylsma_0001.jpg,neutral
2486,Dan_Dickau_0001.jpg,neutral
2487,Dan_Duquette_0001.jpg,neutral
2488,Dan_Guerrero_0001.jpg,neutral
2489,Dan_Kellner_0001.jpg,happiness
2490,Dan_LaCoutre_0001.jpg,disgust
2491,Dan_Monson_0001.jpg,surprise
2492,Dan_Morales_0001.jpg,happiness
2493,Dan_Morales_0002.jpg,neutral
2494,Dan_Morales_0003.jpg,neutral
2495,Dan_Prinster_0001.jpg,neutral
2496,Dan_Quayle_0001.jpg,neutral
2497,Dan_Reeves_0001.jpg,neutral
2498,Dan_Snyder_0001.jpg,happiness
2499,Dan_Wheldon_0001.jpg,neutral
2500,Dan_Wheldon_0002.jpg,neutral
2501,Dana_Vollmer_0001.jpg,neutral
2502,Daniel_Barenboim_0001.jpg,neutral
2503,Daniel_Bruehl_0001.jpg,happiness
2504,Daniel_Chin_0001.jpg,happiness
2505,Daniel_Coats_0001.jpg,neutral
2506,Daniel_Comisso_Urdaneta_0001.jpg,neutral
2507,Daniel_Darnell_0001.jpg,neutral
2508,Daniel_Day-Lewis_0001.jpg,happiness
2509,Daniel_Day-Lewis_0002.jpg,happiness
2510,Daniel_Day-Lewis_0003.jpg,neutral
2511,Daniel_Kurtzer_0001.jpg,neutral
2512,Daniel_Montenegro_0001.jpg,happiness
2513,Daniel_Montgomery_0001.jpg,neutral
2514,Daniel_Ortega_0001.jpg,happiness
2515,Daniel_Osorno_0001.jpg,happiness
2516,Daniel_Pearl_0001.jpg,neutral
2517,Daniel_Radcliffe_0001.jpg,happiness
2518,Daniel_Radcliffe_0002.jpg,happiness
2519,Daniel_Radcliffe_0003.jpg,happiness
2520,Daniel_Radcliffe_0004.jpg,happiness
2521,Daniel_Rouse_0001.jpg,happiness
2522,Daniel_Scioli_0001.jpg,neutral
2523,Daniel_Zelman_0001.jpg,happiness
2524,Daniela_Cicarelli_0001.jpg,happiness
2525,Daniela_Hantuchova_0001.jpg,sadness
2526,Daniela_Hantuchova_0002.jpg,neutral
2527,Daniele_Bergamin_0001.jpg,neutral
2528,Daniele_Hypolito_0001.jpg,happiness
2529,Daniele_Nardello_0001.jpg,happiness
2530,Daniell_Sunjata_0001.jpg,happiness
2531,Danielle_Spencer_0001.jpg,happiness
2532,Danis_Tanovic_0001.jpg,neutral
2533,Danny_Ainge_0001.jpg,neutral
2534,Danny_Avalon_0001.jpg,happiness
2535,Danny_Elfman_0001.jpg,happiness
2536,Danny_Glover_0001.jpg,happiness
2537,Danny_Green_0001.jpg,surprise
2538,Danny_Morgan_0001.jpg,happiness
2539,Dany_Heatley_0001.jpg,neutral
2540,Darcy_Regier_0001.jpg,neutral
2541,Darin_Erstad_0001.jpg,neutral
2542,Dario_Camuffo_0001.jpg,neutral
2543,Dario_Franchitti_0001.jpg,surprise
2544,Dariusz_Michalczewski_0001.jpg,anger
2545,Darko_Milicic_0001.jpg,surprise
2546,Darla_Moore_0001.jpg,neutral
2547,Darlene_Garrettson_0001.jpg,happiness
2548,Darrell_Dickey_0001.jpg,happiness
2549,Darrell_Issa_0001.jpg,happiness
2550,Darrell_Issa_0002.jpg,neutral
2551,Darrell_Porter_0001.jpg,happiness
2552,Darrell_Porter_0002.jpg,neutral
2553,Darrell_Royal_0001.jpg,happiness
2554,Darren_Campel_0001.jpg,happiness
2555,Darren_Clarke_0001.jpg,neutral
2556,Darren_Clarke_0002.jpg,neutral
2557,Darryl_McDaniels_0001.jpg,neutral
2558,Darryl_Stingley_0001.jpg,neutral
2559,Daryl_Hannah_0001.jpg,happiness
2560,Daryl_Hannah_0002.jpg,happiness
2561,Daryl_Jones_0001.jpg,neutral
2562,Daryl_Parks_0001.jpg,neutral
2563,Daryl_Sabara_0001.jpg,neutral
2564,Dave_Barr_0001.jpg,neutral
2565,Dave_Campo_0001.jpg,surprise
2566,Dave_Campo_0002.jpg,neutral
2567,Dave_Campo_0003.jpg,neutral
2568,Dave_Lewis_0001.jpg,neutral
2569,Dave_Matthews_0001.jpg,happiness
2570,Dave_McGinnis_0001.jpg,neutral
2571,Dave_McNally_0001.jpg,happiness
2572,Dave_McNealey_0001.jpg,happiness
2573,Dave_Odom_0001.jpg,surprise
2574,Dave_Potter_0001.jpg,happiness
2575,Dave_Ragone_0001.jpg,neutral
2576,Dave_Robertson_0001.jpg,neutral
2577,Dave_Tucker_0001.jpg,neutral
2578,Dave_Wannstedt_0001.jpg,neutral
2579,Dave_Williams_0001.jpg,happiness
2580,Davey_Johnson_0001.jpg,happiness
2581,David_Alpay_0001.jpg,happiness
2582,David_Anderson_0001.jpg,neutral
2583,David_Anderson_0002.jpg,happiness
2584,David_Anderson_0003.jpg,happiness
2585,David_Anderson_0004.jpg,happiness
2586,David_Anderson_0005.jpg,neutral
2587,David_Arquette_0001.jpg,neutral
2588,David_Ballantyne_0001.jpg,neutral
2589,David_Beckham_0001.jpg,happiness
2590,David_Beckham_0002.jpg,happiness
2591,David_Beckham_0003.jpg,happiness
2592,David_Beckham_0004.jpg,happiness
2593,David_Beckham_0005.jpg,happiness
2594,David_Beckham_0006.jpg,happiness
2595,David_Beckham_0007.jpg,happiness
2596,David_Beckham_0008.jpg,happiness
2597,David_Beckham_0009.jpg,happiness
2598,David_Beckham_0010.jpg,neutral
2599,David_Beckham_0011.jpg,happiness
2600,David_Beckham_0012.jpg,neutral
2601,David_Beckham_0013.jpg,happiness
2602,David_Beckham_0014.jpg,neutral
2603,David_Beckham_0015.jpg,neutral
2604,David_Beckham_0016.jpg,neutral
2605,David_Beckham_0017.jpg,happiness
2606,David_Beckham_0018.jpg,happiness
2607,David_Beckham_0019.jpg,neutral
2608,David_Beckham_0020.jpg,neutral
2609,David_Beckham_0021.jpg,neutral
2610,David_Beckham_0022.jpg,happiness
2611,David_Beckham_0023.jpg,neutral
2612,David_Beckham_0024.jpg,neutral
2613,David_Beckham_0025.jpg,happiness
2614,David_Beckham_0026.jpg,happiness
2615,David_Beckham_0027.jpg,happiness
2616,David_Beckham_0028.jpg,neutral
2617,David_Beckham_0029.jpg,neutral
2618,David_Beckham_0030.jpg,happiness
2619,David_Beckham_0031.jpg,neutral
2620,David_Bell_0002.jpg,neutral
2621,David_Bisbal_0001.jpg,neutral
2622,David_Blaine_0001.jpg,neutral
2623,David_Bowie_0001.jpg,neutral
2624,David_Braley_0001.jpg,happiness
2625,David_Brent_0001.jpg,neutral
2626,David_Brinkley_0001.jpg,neutral
2627,David_Brown_0001.jpg,neutral
2628,David_Canary_0001.jpg,happiness
2629,David_Caraway_0001.jpg,neutral
2630,David_Caraway_0002.jpg,neutral
2631,David_Carradine_0001.jpg,neutral
2632,David_Caruso_0001.jpg,neutral
2633,David_Caruso_0002.jpg,neutral
2634,David_Caruso_0003.jpg,neutral
2635,David_Collenette_0001.jpg,neutral
2636,David_Coulthard_0001.jpg,neutral
2637,David_Coulthard_0002.jpg,happiness
2638,David_Dewayne_Williams_0001.jpg,happiness
2639,David_Dewhurst_0001.jpg,neutral
2640,David_Dodge_0001.jpg,neutral
2641,David_Dodge_0002.jpg,neutral
2642,David_Donohue_0001.jpg,neutral
2643,David_Dorfman_0001.jpg,happiness
2644,David_Duke_0001.jpg,happiness
2645,David_Duval_0001.jpg,happiness
2646,David_Eldon_0001.jpg,neutral
2647,David_Gest_0001.jpg,neutral
2648,David_Glenn_0001.jpg,happiness
2649,David_Hannay_0001.jpg,neutral
2650,David_Hanson_0001.jpg,happiness
2651,David_Hasselhoff_0001.jpg,happiness
2652,David_Heyman_0001.jpg,happiness
2653,David_Heyman_0002.jpg,happiness
2654,David_Heymann_0001.jpg,neutral
2655,David_Heymann_0002.jpg,neutral
2656,David_Heymann_0003.jpg,neutral
2657,David_Heymann_0004.jpg,neutral
2658,David_Heymann_0005.jpg,neutral
2659,David_Hilt_0001.jpg,neutral
2660,David_Ho_0001.jpg,neutral
2661,David_Howard_0001.jpg,neutral
2662,David_Hyde_Pierce_0001.jpg,neutral
2663,David_Hyde_Pierce_0004.jpg,happiness
2664,David_Kelley_0001.jpg,surprise
2665,David_Kelley_0002.jpg,happiness
2666,David_Kelly_0001.jpg,neutral
2667,David_Leahy_0001.jpg,neutral
2668,David_Leahy_0002.jpg,neutral
2669,David_McCallum_0001.jpg,neutral
2670,David_McKiernan_0001.jpg,neutral
2671,David_Millar_0001.jpg,happiness
2672,David_Modell_0001.jpg,sadness
2673,David_Montoya_0001.jpg,happiness
2674,David_Myers_0001.jpg,neutral
2675,David_Myers_0002.jpg,neutral
2676,David_Nalbandian_0001.jpg,neutral
2677,David_Nalbandian_0002.jpg,happiness
2678,David_Nalbandian_0003.jpg,happiness
2679,David_Nalbandian_0004.jpg,neutral
2680,David_Nalbandian_0005.jpg,neutral
2681,David_Nalbandian_0006.jpg,disgust
2682,David_Nalbandian_0007.jpg,neutral
2683,David_Nalbandian_0008.jpg,neutral
2684,David_Nalbandian_0009.jpg,neutral
2685,David_Nalbandian_0010.jpg,neutral
2686,David_Nalbandian_0011.jpg,happiness
2687,David_Nalbandian_0012.jpg,neutral
2688,David_Nalbandian_0013.jpg,neutral
2689,David_Nalbandian_0014.jpg,neutral
2690,David_Obey_0001.jpg,happiness
2691,David_Provost_0001.jpg,neutral
2692,David_Przybyszewski_0001.jpg,neutral
2693,David_Rivkin_Jr_0001.jpg,neutral
2694,David_Scott_Morris_0001.jpg,neutral
2695,David_Shayler_0001.jpg,happiness
2696,David_Sibleyk_0001.jpg,neutral
2697,David_Siegel_0001.jpg,neutral
2698,David_Sousa_0001.jpg,happiness
2699,David_Spade_0001.jpg,neutral
2700,David_Spade_0002.jpg,neutral
2701,David_Stern_0001.jpg,happiness
2702,David_Stern_0002.jpg,neutral
2703,David_Stern_0003.jpg,happiness
2704,David_Stern_0004.jpg,happiness
2705,David_Suazo_0001.jpg,neutral
2706,David_Surrett_0001.jpg,neutral
2707,David_Tornberg_0001.jpg,neutral
2708,David_Trimble_0001.jpg,neutral
2709,David_Trimble_0002.jpg,neutral
2710,David_Trimble_0003.jpg,neutral
2711,David_Trimble_0004.jpg,neutral
2712,David_Trimble_0005.jpg,surprise
2713,David_Welch_0001.jpg,neutral
2714,David_Wells_0001.jpg,neutral
2715,David_Wells_0003.jpg,neutral
2716,David_Wells_0004.jpg,neutral
2717,David_Wells_0005.jpg,neutral
2718,David_Wells_0006.jpg,neutral
2719,David_Wells_0007.jpg,neutral
2720,David_Westerfield_0001.jpg,neutral
2721,David_Wolf_0001.jpg,neutral
2722,David_Wolf_0002.jpg,happiness
2723,David_Zeplowitz_0001.jpg,happiness
2724,Davis_Love_III_0001.jpg,neutral
2725,Dawn_Staley_0001.jpg,surprise
2726,Dawna_LoPiccolo_0001.jpg,happiness
2727,Dean_Barker_0001.jpg,neutral
2728,Dean_Barkley_0001.jpg,neutral
2729,Dean_Barkley_0002.jpg,neutral
2730,Dean_Barkley_0003.jpg,neutral
2731,Dean_Barkley_0004.jpg,neutral
2732,Dean_Jacek_0001.jpg,neutral
2733,Dean_Sheremet_0001.jpg,happiness
2734,Deb_Santos_0001.jpg,neutral
2735,Debbie_Allen_0001.jpg,happiness
2736,Debbie_Reynolds_0001.jpg,happiness
2737,Debbie_Reynolds_0002.jpg,happiness
2738,Debbie_Reynolds_0003.jpg,happiness
2739,Debbie_Reynolds_0004.jpg,happiness
2740,Debra_Brown_0001.jpg,happiness
2741,Debra_Brown_0002.jpg,happiness
2742,Debra_Messing_0001.jpg,happiness
2743,Debra_Messing_0002.jpg,happiness
2744,Debra_Messing_0003.jpg,happiness
2745,Debra_Rose_0001.jpg,neutral
2746,Debra_Shank_0001.jpg,neutral
2747,Debra_Yang_0001.jpg,neutral
2748,Deece_Eckstein_0001.jpg,happiness
2749,Deena_Burnett_0001.jpg,neutral
2750,Deepa_Mehta_0001.jpg,happiness
2751,Della_Clara_0001.jpg,happiness
2752,Delphine_Chuillot_0001.jpg,happiness
2753,Demetrin_Veal_0001.jpg,neutral
2754,Demetrius_Ferraciu_0001.jpg,happiness
2755,Demetrius_Ferraciu_0002.jpg,happiness
2756,Demi_Moore_0001.jpg,happiness
2757,Demi_Moore_0002.jpg,happiness
2758,Demi_Moore_0003.jpg,neutral
2759,Demi_Moore_0004.jpg,surprise
2760,Denis_Coderre_0001.jpg,happiness
2761,Denise_Johnson_0001.jpg,neutral
2762,Denise_Johnson_0002.jpg,happiness
2763,Denise_Locke_0001.jpg,happiness
2764,Denise_van_Outen_0001.jpg,happiness
2765,Deniz_Baykal_0001.jpg,neutral
2766,Dennis_Archer_0001.jpg,happiness
2767,Dennis_Erickson_0001.jpg,neutral
2768,Dennis_Erickson_0002.jpg,happiness
2769,Dennis_Hastert_0001.jpg,neutral
2770,Dennis_Hastert_0002.jpg,neutral
2771,Dennis_Hastert_0003.jpg,neutral
2772,Dennis_Hastert_0004.jpg,neutral
2773,Dennis_Hastert_0005.jpg,neutral
2774,Dennis_Hastert_0006.jpg,happiness
2775,Dennis_Johnson_0001.jpg,neutral
2776,Dennis_Kozlowski_0001.jpg,neutral
2777,Dennis_Kozlowski_0002.jpg,neutral
2778,Dennis_Kucinich_0001.jpg,neutral
2779,Dennis_Kucinich_0002.jpg,surprise
2780,Dennis_Kucinich_0003.jpg,neutral
2781,Dennis_Kucinich_0004.jpg,anger
2782,Dennis_Kucinich_0005.jpg,neutral
2783,Dennis_Kucinich_0006.jpg,anger
2784,Dennis_Kucinich_0007.jpg,neutral
2785,Dennis_Miller_0001.jpg,neutral
2786,Dennis_Oswald_0001.jpg,neutral
2787,Dennis_Powell_0001.jpg,neutral
2788,Dennis_Powell_0002.jpg,happiness
2789,Denys_Arcand_0001.jpg,happiness
2790,Denzel_Washington_0001.jpg,neutral
2791,Denzel_Washington_0002.jpg,neutral
2792,Denzel_Washington_0003.jpg,happiness
2793,Denzel_Washington_0004.jpg,neutral
2794,Denzel_Washington_0005.jpg,neutral
2795,Derek_Abney_0001.jpg,neutral
2796,Derek_Bond_0001.jpg,happiness
2797,Derek_Jeter_0001.jpg,neutral
2798,Derek_Jeter_0002.jpg,contempt
2799,Derek_Jeter_0003.jpg,happiness
2800,Derek_Jeter_0004.jpg,neutral
2801,Derek_King_0001.jpg,neutral
2802,Derek_Lowe_0001.jpg,neutral
2803,Derek_Lowe_0002.jpg,neutral
2804,Derek_Parra_0001.jpg,happiness
2805,Derian_Hatcher_0001.jpg,happiness
2806,Derrick_Battie_0001.jpg,neutral
2807,Derrick_Rodgers_0001.jpg,neutral
2808,Derrick_Taylor_0001.jpg,happiness
2809,Des_Brown_0001.jpg,neutral
2810,Desiree_Lemosi_0001.jpg,neutral
2811,Desiree_Lemosi_0002.jpg,happiness
2812,Desiree_McKenzie_0001.jpg,happiness
2813,Desmon_Farmer_0001.jpg,happiness
2814,Dewayne_White_0001.jpg,happiness
2815,Dexter_Jackson_0001.jpg,happiness
2816,Dexter_Jackson_0002.jpg,neutral
2817,Diana_Krall_0001.jpg,neutral
2818,Diana_Krall_0002.jpg,neutral
2819,Diana_Krall_0003.jpg,happiness
2820,Diana_Krall_0004.jpg,neutral
2821,Diana_Krall_0005.jpg,neutral
2822,Diana_Krall_0006.jpg,happiness
2823,Diana_Munz_0001.jpg,happiness
2824,Diana_Munz_0002.jpg,happiness
2825,Diana_Munz_0003.jpg,happiness
2826,Diana_Renee_Valdivieso_Dubon_0001.jpg,happiness
2827,Diana_Ross_0001.jpg,surprise
2828,Diana_Silvius_0001.jpg,happiness
2829,Diana_Taurasi_0001.jpg,happiness
2830,Diana_Taurasi_0002.jpg,neutral
2831,Diana_Taylor_0001.jpg,happiness
2832,Diane_Green_0001.jpg,neutral
2833,Diane_Green_0002.jpg,neutral
2834,Diane_Ladd_0001.jpg,neutral
2835,Diane_Lane_0001.jpg,happiness
2836,Dianne_Feinstein_0001.jpg,neutral
2837,Dianne_Feinstein_0002.jpg,happiness
2838,Dianne_Feinstein_0003.jpg,neutral
2839,Dianne_Reeves_0001.jpg,happiness
2840,Dick_Armey_0001.jpg,happiness
2841,Dick_Bennett_0001.jpg,happiness
2842,Dick_Cheney_0001.jpg,neutral
2843,Dick_Cheney_0002.jpg,happiness
2844,Dick_Cheney_0003.jpg,neutral
2845,Dick_Cheney_0004.jpg,neutral
2846,Dick_Cheney_0005.jpg,neutral
2847,Dick_Cheney_0007.jpg,neutral
2848,Dick_Cheney_0008.jpg,neutral
2849,Dick_Cheney_0009.jpg,neutral
2850,Dick_Cheney_0010.jpg,happiness
2851,Dick_Cheney_0011.jpg,happiness
2852,Dick_Cheney_0012.jpg,neutral
2853,Dick_Cheney_0013.jpg,happiness
2854,Dick_Cheney_0014.jpg,happiness
2855,Dick_Clark_0001.jpg,happiness
2856,Dick_Clark_0002.jpg,neutral
2857,Dick_Clark_0003.jpg,happiness
2858,Dick_Devine_0001.jpg,neutral
2859,Dick_Jauron_0001.jpg,neutral
2860,Dick_Latessa_0001.jpg,neutral
2861,Dick_Latessa_0002.jpg,happiness
2862,Dick_Posthumus_0001.jpg,happiness
2863,Dick_Smothers_0001.jpg,happiness
2864,Dick_Vermeil_0002.jpg,anger
2865,Didier_Defago_0001.jpg,happiness
2866,Diego_Armando_Maradona_0001.jpg,happiness
2867,Diego_Colorado_0001.jpg,neutral
2868,Diego_Diego_Lerman_0001.jpg,neutral
2869,Dieter_Holzer_0001.jpg,neutral
2870,Dieter_Zetsche_0001.jpg,neutral
2871,Dileep_10.jpg,neutral
2872,Dileep_100.jpg,neutral
2873,Dileep_101.jpg,sadness
2874,Dileep_102.jpg,neutral
2875,Dileep_104.jpg,neutral
2876,Dileep_105.jpg,sadness
2877,Dileep_106.jpg,sadness
2878,Dileep_107.jpg,sadness
2879,Dileep_108.jpg,neutral
2880,Dileep_109.jpg,sadness
2881,Dileep_110.jpg,sadness
2882,Dileep_111.jpg,sadness
2883,Dileep_12.jpg,neutral
2884,Dileep_13.jpg,sadness
2885,Dileep_14.jpg,sadness
2886,Dileep_15.jpg,sadness
2887,Dileep_17.jpg,surprise
2888,Dileep_18.jpg,neutral
2889,Dileep_19.jpg,neutral
2890,Dileep_2.jpg,neutral
2891,Dileep_20.jpg,neutral
2892,Dileep_21.jpg,neutral
2893,Dileep_22.jpg,neutral
2894,Dileep_23.jpg,sadness
2895,Dileep_24.jpg,sadness
2896,Dileep_25.jpg,neutral
2897,Dileep_26.jpg,neutral
2898,Dileep_28.jpg,neutral
2899,Dileep_29.jpg,neutral
2900,Dileep_3.jpg,neutral
2901,Dileep_31.jpg,neutral
2902,Dileep_32.jpg,neutral
2903,Dileep_33.jpg,anger
2904,Dileep_34.jpg,neutral
2905,Dileep_35.jpg,neutral
2906,Dileep_36.jpg,surprise
2907,Dileep_38.jpg,surprise
2908,Dileep_4.jpg,neutral
2909,Dileep_40.jpg,neutral
2910,Dileep_41.jpg,sadness
2911,Dileep_42.jpg,neutral
2912,Dileep_43.jpg,neutral
2913,Dileep_44.jpg,neutral
2914,Dileep_45.jpg,neutral
2915,Dileep_47.jpg,surprise
2916,Dileep_48.jpg,surprise
2917,Dileep_49.jpg,neutral
2918,Dileep_5.jpg,happiness
2919,Dileep_50.jpg,sadness
2920,Dileep_51.jpg,sadness
2921,Dileep_52.jpg,happiness
2922,Dileep_53.jpg,neutral
2923,Dileep_54.jpg,neutral
2924,Dileep_55.jpg,neutral
2925,Dileep_56.jpg,sadness
2926,Dileep_57.jpg,neutral
2927,Dileep_58.jpg,neutral
2928,Dileep_59.jpg,neutral
2929,Dileep_6.jpg,happiness
2930,Dileep_60.jpg,sadness
2931,Dileep_61.jpg,happiness
2932,Dileep_62.jpg,happiness
2933,Dileep_63.jpg,neutral
2934,Dileep_64.jpg,neutral
2935,Dileep_65.jpg,neutral
2936,Dileep_66.jpg,neutral
2937,Dileep_67.jpg,neutral
2938,Dileep_68.jpg,neutral
2939,Dileep_69.jpg,neutral
2940,Dileep_7.jpg,sadness
2941,Dileep_70.jpg,neutral
2942,Dileep_71.jpg,anger
2943,Dileep_72.jpg,anger
2944,Dileep_73.jpg,neutral
2945,Dileep_74.jpg,neutral
2946,Dileep_75.jpg,neutral
2947,Dileep_76.jpg,anger
2948,Dileep_77.jpg,neutral
2949,Dileep_78.jpg,anger
2950,Dileep_79.jpg,sadness
2951,Dileep_8.jpg,neutral
2952,Dileep_80.jpg,sadness
2953,Dileep_81.jpg,neutral
2954,Dileep_83.jpg,sadness
2955,Dileep_84.jpg,sadness
2956,Dileep_85.jpg,anger
2957,Dileep_87.jpg,anger
2958,Dileep_88.jpg,sadness
2959,Dileep_89.jpg,neutral
2960,Dileep_9.jpg,neutral
2961,Dileep_90.jpg,neutral
2962,Dileep_91.jpg,anger
2963,Dileep_92.jpg,neutral
2964,Dileep_93.jpg,sadness
2965,Dileep_94.jpg,neutral
2966,Dileep_95.jpg,neutral
2967,Dileep_96.jpg,sadness
2968,Dileep_97.jpg,sadness
2969,Dileep_99.jpg,neutral
2970,Dimitar_Berbatov_0001.jpg,neutral
2971,Dimitri_Perricos_0001.jpg,neutral
2972,Din_Samsudin_0001.jpg,neutral
2973,Dinah_Turner_0001.jpg,happiness
2974,Dino_Risi_0001.jpg,neutral
